Mes,Turno,No_Colada,GPO_CH,TCM,No_Cargas,C_Arrabio,C_Primeras,C_Segundas,C_Triturado,C_Retornos,Cumpl_CM,Cons_Chorreadura,Cons_Ri,Rendimiento_Teo,Altura_Banda,Tiempo_Caida_Banda,TPQB,Rendimiento_Real,ENERGÍA,CONSUMO_C,O2_INSTANTANEO,O2_TCM,CONSUMO_CAL_SIDER,CONSUMO_CAL_DOLOM,BALANCE_02_C,VAC_TO_VAC,COBERTURA_DE_ARCO,POWER_ON,AUXILIARES,DEMORAS,POTENCIA,FACTOR_O2,VELOCIDAD_DE_FUSIÓN,TIEMPO_VACIADO,REMANENTE_HF,ACERO_VACIADO,O2_VACIADA,TON_Hr_ACERO LIQUIDO,TEMPERATURA_VACIADO,MgO_ESCORIA,FeO_ESCORIA,CaO,SiO2,Al2O3,IB3,IB4,RESULTADO,coladas ,TEMPERATURA
Junio,1,50412,1A,160.98,1,3.416573487,75.43173065,6.336190831,6.584668903,8.230836129,87.80979802,6.336190831,55.26152317,93.86097652,0,51,143.5608,89.18,432.9730401,13.59175053,123,30.56901478,12.48602311,15.84047708,2.249085923,61.91666412,75.7212743,39.69999695,,22.21666527,107.5524902,0.82361,4054.91215,0,95,146,896,141.4804903,1643,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,20.2,50412,980
Junio,1,50413,1A,162.86,1,2.971877686,80.35736215,7.86565148,0,8.805108682,70.65315725,7.86565148,60.19894388,94.12157681,0,36,163.4998,100.39,396.6597077,13.25064473,121,26.31094191,14.06115682,14.73658357,1.985634847,38.21666718,86.94444444,35.29999924,,2.91666603,109.5430756,2.337061,4613.597833,0,97,149,633,233.9293471,1606,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,20.6,50413,988
Junio,1,50414,1A,161.65,1,2.808536963,72.22394061,7.732755954,8.394679864,8.840086607,83.21663439,7.732755954,54.45097433,93.52489947,0,35,147.5486,91.28,362.5115991,14.36436746,136,28.40086607,14.290133,14.84689143,1.977174849,38.18333435,84.97105943,33.75,,4.43333292,108.1291504,3.367446,4789.62963,0,92,147,742,230.9908275,1635,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,34.6,50414,866
Junio,1,50415,1A,164.22,1,2.959444647,76.21483376,8.403361345,3.470953599,8.95140665,80.90745566,8.403361345,56.55827548,93.75739861,0,33,147.5486,89.85,368.4082329,11.32626964,133,26.95165023,13.70113263,14.61454147,2.379569892,55.89999771,82.18691824,33.19999695,20.01666617,2.68333292,109.1182251,3.329731,4946.385997,0,90,140,769,150.2683425,1637,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,20.6,50415,900
Junio,1,50416,1A,162.01,Hibrida,2.746744028,75.4644775,8.301956669,5.987284736,7.499537066,90.48359074,8.301956669,56.57675452,93.59397568,0,25,139.573,86.15,374.0509845,10.87587186,135,27.31312882,13.70285785,13.64113326,2.511350738,41.93333054,60.33207792,32.75,9.18333206,0,112.860817,3.079069,4946.870229,1,85,140,966,200.3179784,1654,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,10.9,50416,1197
Junio,1,50417,1A,164.45,Hibrida,2.943143813,76.61295227,7.692307692,6.391000304,6.360595926,95.1078657,7.692307692,57.95074491,93.67199757,0,25,151.5364,92.15,353.298875,10.21587109,141,27.2909699,13.62116145,13.43873518,2.671428571,41.36666107,64.58915989,31.64999771,8.23333201,1.48333299,112.9373474,3.841971,5195.892951,5,76,145,957,210.3142911,1631,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,31.6,50417,1178
Junio,1,50418,1A,162.31,Hibrida,2.803277679,80.95619494,7.578091307,8.662436079,0,70.28542324,7.578091307,63.81615427,93.60483026,0,28,147.5486,90.91,357.3408909,10.67093833,140,27.5275707,12.75337317,13.92397264,2.579676674,48.98666382,64.8447644,31.84999847,14.5866653,2.549999,108.4675446,3.662114,5096.075598,0.1,46,143,109,175.1497108,1636,7.92,44.92,25.39,6.94,3.53,2.425,3.18,26.9,50418,1083
Junio,1,50419,1A,166.35,Hibrida,1.923654944,80.40877668,7.075443342,7.814848212,2.777276826,76.62495352,7.075443342,61.6892095,93.74547641,0,28,151.5364,91.09,382.3264202,10.94679892,126,26.33002705,12.92455666,14.4875263,2.405271829,36.68333435,65.8143201,34.70000076,,1.98333299,109.8129501,2.879738,4793.948022,0,61,144,1026,235.5292983,1640,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,6.2,50419,1117
Junio,1,50420,1A,167.82,Hibrida,2.800619712,79.50184722,7.412704088,7.269693719,3.015135264,83.73681496,7.412704088,61.17864379,93.6616613,0,28,155.5242,92.67,353.9506614,9.95709689,124,25.37242283,15.01608867,15.01608867,2.548174746,35.3833313,69.26919127,34.16666412,,1.21666598,109.3251572,4.106794,4911.805244,0,51,144,711,244.1827743,1613,7.89,45.72,25.21,7.05,3.48,2.3941,3.14,26.9,50420,998
Junio,1,50421,1A,154.44,Hibrida,2.803677804,84.18803419,7.763532764,5.244755245,0,72.7366796,7.763532764,66.45299145,93.77220927,0,32,143.5608,92.96,439.005439,15.08029008,129,31.86350686,17.09401709,15.6047656,2.112924002,43.98333359,57.89812569,38.01666641,,5.96666574,107.1936722,0.60083,4062.428787,0,58,145,953,197.8021966,1609,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,19,50421,1017
Junio,1,50422,1A,153.36,Hibrida,2.803860198,83.89410537,7.889932186,5.412102243,0,73.07174456,7.889932186,64.45618153,93.70200835,0,30,139.573,91.01,431.6640584,13.22378717,129,31.14241002,12.84559207,14.73656755,2.355029586,39.94999695,63.55554299,36.91666412,,3.03333282,107.448143,0.850478,4154.221506,0,60,143,940,214.768477,1600,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,19,50422,1103
Junio,1,50423,1A,162.7,Hibrida,2.636754763,81.11247695,7.098955132,6.207744315,2.944068838,85.67638593,7.098955132,60.62077443,93.76299939,0,27,143.5608,88.24,415.4886294,12.3601721,130,30.64535956,12.84572833,13.58328211,2.479363501,39.23332977,66.04292085,38.1333313,,1.10000002,107.8245621,1.392098,4266.608619,0,53,143,1292,218.6916086,1637,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,20.2,50423,1112
Junio,1,50424,1A,166.97,Hibrida,2.58729113,77.98406899,7.306701803,9.366952147,2.754985926,78.39929833,7.306701803,60.59172306,93.59861053,0,27,151.5364,90.76,386.8958496,12.00814518,132,28.14876924,11.67874468,13.53536563,2.344139651,36.78333282,65.16799531,35.5,,1.28333294,108.6728821,2.531341,4703.380282,0,55,146,961,238.15134,1630,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,20.2,50424,963
Junio,1,50425,1A,157.71,Hibrida,0,68.76545558,14.67884091,8.940460339,7.615243168,56.349702,7.830828736,42.07723036,92.65664828,0,26,143.5608,91.03,384.8836472,13.48677953,143,32.31247226,12.36446643,15.28121235,2.395862717,38.19999695,60.16986634,35.49999619,,2.69999886,105.7184296,2.267432,4442.535688,0,54,143,1096,224.6073478,1612,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,5,50425,1125
Junio,1,50426,1A,155.46,Hibrida,0,67.34851409,20.97645697,6.496848064,5.178180883,59.67409679,8.040653544,39.89450663,92.19027403,0,23,143.5608,92.35,364.0807925,13.05158883,137,29.09430078,14.98777821,16.20995755,2.229176934,36.33333206,61.39907285,32.98333359,,3.3499999,107.5250702,3.233252,4713.289503,0,44,145,935,239.4495497,1616,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,34.3,50426,1131
Junio,2,50427,1A,118.56,Hibrida,0,51.11336032,18.77530364,26.82186235,3.289473684,36.00146815,9.665991903,33.90688259,91.04149798,0,0,105.504,88.99,366.902834,11.54689609,148,31.56207827,17.54385965,17.20647773,2.733382031,32.66666412,50.36760331,25.16666603,,7.49999809,102.8909149,2.891037,4710.993497,0,0,121,1002,222.2449153,1593,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,19,50427,945
Junio,1,50428,3B,183.6799927,3,0,41.49608014,41.21297909,17.29094077,0,66.16689171,0,16.81184669,90.06162892,0,0,151.52384,82.49,381.6420013,12.67421653,95,25.16877278,15.67944313,15.62500062,1.985824742,61.8833313,31.34881057,48.5,7.41666603,5.96666622,88.82788086,3.039798,3787.216344,4.6,29,143,701,138.6479981,1666,13.98,16.04,39.43,14.81,11.44,1.5021,2.03,5.8,50428,970
Junio,1,50429,3B,177.3800049,Hibrida,0,34.46837298,28.69545608,30.96177698,5.874393956,87.71373195,3.720825347,10.54233848,90.37681813,0,31,151.52384,85.42,355.1696824,13.40624611,151,30.45439086,13.81215432,11.38798029,2.271656854,60.58332825,57.13155397,35.6333313,14.58333206,10.36666584,107.3863602,3.38146,4977.923714,4.6,43,144,639,142.613492,1644,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,19,50429,964
Junio,1,50430,3B,161.2599945,Hibrida,0,30.78258713,37.60386953,29.31911199,2.294431353,82.57920362,5.233783951,10.10790029,89.70928935,0,34,141.07392,87.48,391.2935765,14.44251568,153,33.05221494,15.00682179,12.52635538,2.288535852,126.4833221,67.26778043,34.73332977,7.8499999,83.8999939,108.3778687,2.022751,4642.802622,4.7,60,143,876,67.83503038,1645,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,6.2,50430,874
Junio,1,50431,3B,158.9299927,Hibrida,0,33.61228214,38.36280123,21.63845718,6.386459448,82.40715333,5.159504184,11.32574089,90.23821808,0,29,133.23648,83.83,385.0752081,15.23941428,140,29.59164548,15.28975091,12.7099987,1.94178365,283.686676,63.45152672,33.3833313,8.19999981,242.1033325,112.1792297,2.469439,4760.758932,5,55,141,1016,29.82163321,1657,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,23.7,50431,917
Junio,1,50432,3B,157.5500031,Hibrida,0,30.32053316,33.53855919,33.62107268,2.519834973,83.10489041,4.538241828,12.63091082,89.81961282,0,23,143.6864,91.2,370.6759687,8.733735153,153,29.77467413,15.74103429,12.82132631,3.409156977,41.70000076,67.04186992,30.63333321,7.81666565,3.25,113.9512177,2.937866,5143.090436,4.6,52,144,807,207.1942408,1630,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,39,50432,923
Junio,2,50433,3B,152.8000031,Hibrida,0,23.7565445,35.47120419,38.21989529,2.552356021,76.87295849,5.366492147,13.61256545,89.13219895,0,25,138.46144,90.62,389.397898,14.18193689,149,31.90444962,16.23036617,13.21989502,2.249653899,42.19999695,62.40552632,32.53333282,8.74999905,0.91666597,112.7962112,2.154937,4696.721479,4.8,58,143,974,203.3175502,1625,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,23.7,50433,942
Junio,2,50434,3B,158.5800018,Hibrida,0,75.86076428,6.90503216,14.34607138,2.888132173,59.54059398,6.90503216,64.0686089,93.37356539,0,25,214.22336,135.09,399.7982045,16.56577103,144,30.87400645,15.2604362,12.73805005,1.863722878,200.1166687,60.064375,33.91666794,7.68333197,158.5166626,114.1200104,1.889997,4675.577274,4.1,65,143,935,42.87498915,1628,10.78,32.88,26.43,10.3,6.78,1.5474,2.18,24.5,50434,898
Junio,2,50435,1A,152.7799988,Hibrida,0,78.31522451,7.134441681,11.99764367,2.552690143,58.05354894,7.134441681,65.74813457,93.50464721,0,27,83.59936,54.72,428.0665043,17.80337755,122,28.09268251,14.92341941,12.23982206,1.577941176,45.19999695,64.81257557,35.16666412,7.69999933,2.33333302,113.6293564,1.070865,4344.455256,4.1,58,143,1024,189.8230217,1629,9.55,39.69,24.98,8.94,4.98,1.7945,2.48,27.7,50435,916
Junio,2,50436,1A,157.449997,Hibrida,0,79.3267704,11.52746904,6.668783741,2.476976818,58.06127108,4.795173071,51.69895205,93.37758018,0,40,141.07392,89.6,394.4109317,14.87456364,115,25.71610085,14.54430006,12.19434765,1.728864219,55.83332825,54.57669173,34.98332977,7.81666517,13.03333282,111.780014,2.478566,4500.714997,4,69,144,927,154.7462827,1631,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,9.7,50436,920
Junio,2,50437,1A,160.7200012,Hibrida,0,77.23369836,11.28670981,7.466401195,4.013190642,61.65678367,4.629168741,49.79467397,93.35490294,0,43,133.23648,82.9,387.008459,12.86709796,119,24.21602769,13.87506211,11.63514177,1.882011605,62.04999542,70.78512821,32.53333282,7.56666517,21.94999886,114.3032074,2.937787,4940.16405,3.9,55,143,847,138.2755944,1626,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,10.9,50437,1008
Junio,2,50438,1A,164.0700073,Hibrida,0,75.98585969,12.09239959,9.727555312,2.194185409,50.71111552,5.326994575,53.02614738,93.1272018,0,37,143.6864,87.58,451.6364765,15.74937456,117,30.97458264,14.50600289,11.51947288,1.966718266,205.5833283,59.79669261,43.19999695,15.10000038,147.2833252,103.2352829,0.210286,3797.917104,5,78,144,893,42.02675418,1633,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,20.2,50438,821
Junio,2,50439,1A,158.6600037,Hibrida,0,73.2635825,12.61187445,11.31350057,2.811042481,49.86312191,5.930921467,50.32144208,92.90041598,0,29,146.29888,92.21,403.3782839,13.75898115,123,26.39606645,14.24429565,11.78620923,1.918460834,45.11666107,65.42169118,33.98332977,9.11666489,2.01666594,112.8305664,2.074995,4668.759793,3.8,69,145,816,192.8334188,1605,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,9.7,50439,906
Junio,2,50440,1A,159.1799927,Hibrida,0,73.6524689,11.96758387,11.9110441,2.468903129,48.88787679,5.496921724,53.67508481,93.01105667,0,27,151.52384,95.19,376.9317927,16.10126974,118,24.31210063,14.13494223,11.74770754,1.509949278,42.39999771,54.81376623,32.61666489,7.0999999,2.68333292,112.3244934,3.340649,4880.327073,3.9,30,146,766,206.6037847,1614,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,12.9,50440,1070
Junio,1,50441,1A,162.3200073,Hibrida,0,72.81912272,11.07688517,13.27008379,2.833908329,49.79976011,5.593888615,52.30409069,92.97289305,0,28,151.52384,93.35,387.5061432,16.70773705,122,25.21562232,14.10793431,11.58205961,1.509218289,46.64999771,61.70955335,33.53333282,7.76666594,5.34999895,112.377182,2.80159,4840.556952,4.9,70,146,648,187.7813597,1619,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,14.1,50441,1036
Junio,1,50442,1A,155.3000031,Hibrida,0,69.60721185,11.26851256,12.10560206,7.018673535,57.2820167,4.636188023,44.94526722,93.04056665,0,23,151.52384,97.57,398.5833792,13.831294,119,25.93045667,14.68126179,12.04121032,1.874767225,77.08332825,59.0791195,33.79999924,8.0666647,35.21666718,111.9236603,2.297168,4594.67475,4.3,71,149,656,115.978386,1608,9.52,28.07,35.78,11.5,5.85,2.0622,2.61,25,50442,1159
Junio,1,50443,1A,151.449997,Hibrida,0,73.62165731,9.045889733,17.33245295,0,41.27741894,0,48.99306702,93.39716078,0,23,154.13632,101.77,395.5100773,16.69858073,118,25.01155547,15.12050212,12.34730959,1.497825227,42.89999771,54.98792208,32.03333282,6.04999924,4.81666613,111.962616,2.504439,4727.887598,2.9,70,149,767,208.3916195,1648,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,28.2,50443,1054
Junio,1,50444,1A,161.0899963,Hibrida,0,69.53255944,11.26699361,11.80085666,7.399590291,56.64040371,4.748898131,49.33887889,93.27580855,0,26,146.29888,90.82,417.7788909,9.919920767,116,26.96008504,13.96734776,11.60841792,2.717772215,78.58332825,56.4162374,37.20000076,22.98333168,18.39999962,108.0642471,1.497439,4330.376157,5,69,145,1053,110.7105056,1641,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,6.2,50444,972
Junio,1,50445,1A,160.9400024,Hibrida,0,70.41754691,11.40797813,11.43283211,6.741642848,58.62379717,5.256617373,47.90605194,93.25711445,0,28,146.29888,90.9,351.0625024,14.54579324,123,23.18876565,14.22890497,11.61923681,1.594190517,43.68333054,65.48921162,30.11666489,8.29999924,5.26666594,112.3136444,4.618076,5343.885288,5,49,144,819,197.7871168,1620,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,34.8,50445,933
Junio,1,50446,1A,169.6199951,Hibrida,0,72.56809339,10.91852376,10.09314939,6.420233463,62.00961108,4.480603702,50.68977715,93.43343945,0,29,151.52384,89.33,382.6199851,15.9061436,126,25.95212903,13.44181149,11.02464364,1.631578947,45.41666412,63.36330935,34.73333359,8.54999924,2.13333201,111.9501724,2.910359,4883.493106,4.8,50,145,882,191.5596438,1611,8.8,44.92,25.37,7.74,4.61,2.0543,2.77,14.1,50446,1008
Junio,1,50447,1A,168.25,Hibrida,0,45.96731055,34.47845468,11.61961367,7.9346211,41.29795793,4.820208024,22.50817236,91.31221397,0,32,143.6864,85.4,391.679049,14.20505201,124,26.22882615,13.78900446,11.11441308,1.846443515,48.58333206,62.42922535,35.41666794,8.41666508,4.75,111.4849472,2.53427,4750.588064,4.4,60,143,1091,176.6037782,1650,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,10.9,50447,1050
Junio,1,50448,1A,171.9400024,Hibrida,0,69.33232523,18.49482378,8.345934628,3.826916366,52.48185055,9.072932418,41.33418634,92.38548331,0,0,148.91136,86.61,404.2107655,15.52867257,108,26.17773605,12.85332074,10.87588678,1.68576779,86.81665802,54.54259056,41.56666183,10.71666527,34.53333282,109.6406708,2.0605,4136.48811,4.9,51,144,1022,99.52007134,1624,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,8.2,50448,1048
Junio,1,50449,1A,172.1900024,Hibrida,0,71.82763227,11.0110924,10.77298333,6.388292003,61.05513246,5.08740345,46.76229746,93.2472269,0,31,112.33664,65.24,385.62053,15.63970011,126,25.8958124,13.70578992,10.86009625,1.655774229,47.24999619,68.74110718,35.31666565,7.69999886,4.23333168,112.5953674,2.800818,4875.601908,4.7,60,143,771,181.5873162,1612,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,12.9,50449,1058
Junio,1,50450,4,183.5299988,Hibrida,0,72.09720482,9.807660873,9.186509018,8.908625293,34.56648454,2.833324252,48.12292268,93.71764834,0,25,229.89824,125.26,327.4669013,14.22655706,144,26.30087742,11.27881008,9.644199922,1.848716967,43.53333282,59.00837563,33.51666641,8.99999905,1.01666605,109.4939346,4.968773,5475.783198,4.3,74,144,963,198.4686088,1621,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,38.5,50450,1136
Junio,1,50451,2,159.8800049,Hibrida,0,60.5829372,16.38103578,16.21841381,6.81761321,94.87866609,5.497873405,33.18739054,92.16049537,0,31,86.81472,54.3,403.4275584,16.22466801,147,32.59944859,12.94721001,11.07080276,2.00925212,43.8999939,63.20535714,35.44999695,8.4499979,0,110.4662323,1.67863,4510.01463,4.6,78,144,887,196.8109613,1601,7.27,44.12,22.89,9.44,5.23,1.5603,2.06,10.5,50451,1113
Junio,1,50452,2,154.7299957,Hibrida,0,67.14922769,13.62373166,14.77412267,4.452917986,90.23986593,6.514573774,33.99470045,92.41362373,0,34,149.51424,96.63,380.016814,18.41271944,138,29.58702337,12.53796971,11.43928164,1.606879607,53.44999695,66.50064516,33.11666489,20.33333206,0,108.6095581,2.640792,4672.269875,4.7,81,143,867,160.5238632,1614,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,17.2,50452,1090
Junio,1,50453,2,161.75,Hibrida,0,58.73261206,17.52704791,18.09582689,5.644513138,92.2603547,5.904173107,34.74497682,92.15709428,0,28,142.27968,87.96,395.6723338,16.5625966,146,32.34621329,12.24111283,10.94281298,1.952967525,44.73333359,61.37755814,35.75,7.93333197,1.04999995,107.2625732,1.931529,4524.475524,3.8,81,144,1188,193.1445592,1614,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,6.2,50453,1184
Junio,1,50454,2,150.9600067,Hibrida,0,68.66719661,14.61314255,11.32750397,5.392156863,89.9667992,6.42554319,34.04875464,92.62559618,0,33,122.98752,81.47,447.1382949,18.06438711,138,35.71144515,13.64599833,11.72495973,1.97689769,48,53.54729437,39.04999924,7.83333302,1.11666596,105.1948013,0.308352,3865.813307,4,30,147,1065,183.75,1611,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,0,50454,1165
Junio,2,50455,5,176.3300018,Hibrida,0,0,62.24692338,37.75307662,0,76.22679341,7.746838315,0,86.80791697,0,28,148.91136,84.45,386.2076748,14.34809717,144,30.45993276,16.3330118,14.29138532,2.122924901,57.1499939,65.52622768,37.18333054,8.46666527,11.49999905,109.4953003,2.361867,4742.178801,4.9,97,144,1034,151.1811185,1655,8.29,38.5,23.09,11.39,5.96,1.3308,1.81,19.8,50455,1104
Junio,2,50456,5,164.7100067,Hibrida,0,0,52.20083784,39.09902252,8.700139639,92.67603697,7.941230041,0,87.19883431,0,21,143.6864,87.24,334.5273375,12.52504351,138,25.05008701,17.42456368,15.29961689,2,111.6833344,68.7842031,29.86666489,6.76666594,75.05000305,111.5635681,4.935019,5514.844303,4,88,146,635,78.43605361,1623,9.59,29.67,30.72,13.47,7.4,1.472,1.93,47.7,50456,974
Junio,2,50457,5,175.9299927,Hibrida,0,0,56.10754277,32.78576707,11.10669016,86.44593127,8.611379526,0,87.29346899,0,24,154.13632,87.61,301.8246019,12.26055869,144,23.55482392,15.57437682,14.32387941,1.921186834,42.49999619,66.79782293,28.76666451,8.74999905,4.98333311,110.625,6.636661,6115.759184,5,67,146,439,206.1176655,1658,8.89,23.26,34.05,16.01,9.23,1.349,1.7,31.2,50457,1025
Junio,2,50458,5,164.7200012,Hibrida,0,0,57.52185527,33.45070423,9.027440505,88.79362871,7.412578922,0,87.16452161,0,34,143.6864,87.23,405.5366653,16.61607564,142,33.68139849,17.30208826,15.29868857,2.027036902,56.63332748,64.59570621,39.03332901,7.8166647,9.78333187,107.5011292,1.562088,4219.983419,3.8,90,146,417,154.6792391,1603,9.6,22.46,35.75,15.83,9.03,1.4381,1.82,7,50458,969
Junio,2,50459,5,175.3699951,Hibrida,0,0,57.3074072,33.57472772,9.117865085,88.79407081,8.798540229,0,87.14626219,0,22,154.13632,87.89,337.572,10.53772054,156,28.35148622,,7.298854055,2.69047619,43.44999695,63.12509855,31.70000076,8.8166647,2.93333292,111.5227585,4.252969,5532.17637,4.5,93,147,426,202.991959,1646,10.64,26.87,34.27,14.55,7.74,1.5375,2.01,60.5,50459,1017
Junio,2,50460,5,139.3800049,Hibrida,0,0,60.12340364,36.57626632,3.300330033,87.25228816,8.537810303,0,86.66838858,0,19,148.91136,106.84,342.9473262,11.92423548,152,27.72994594,20.66293514,18.08006824,2.325511432,45.16332626,62.79510604,25.41666412,7.53333092,12.21333313,112.39711,4.154449,5483.80402,4,68,147,479,195.291196,1626,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,30.4,50460,1038
Junio,2,50461,5,153.9900055,Hibrida,0,0,58.45834145,33.29436976,8.247288785,89.67211561,7.48100526,0,87.11292941,0,23,117.5616,76.34,353.2696802,11.32541034,146,26.73550135,18.37781609,16.36469842,2.360665138,37.29999924,69.91555556,28.06666565,7.34999895,1.88333297,115.9502716,3.922885,5486.579967,3.5,67,229,473,368.3646188,1626,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,45.7,50461,983
Junio,2,50462,5,182.2400055,Hibrida,0,0,52.16747147,41.0118525,6.820676032,96.42140575,7.720588235,0,87.05915277,0,28,237.73568,130.45,326.4925275,12.07199261,144,24.81891936,15.08999077,13.82791881,2.055909091,52.44999695,68.40601604,31.21666527,13.69999886,7.5333333,113.9967957,5.304722,5837.907538,3.5,77,145,522,165.8722689,1627,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,43.2,50462,801
Junio,2,50463,5,170.2799988,Hibrida,0,0,63.78905332,26.83814893,9.372797745,83.15288662,8.174770965,0,87.12896406,0,22,94.04928,55.23,404.0404069,10.13037358,129,28.98167745,16.32605133,14.79915444,2.860869565,64.81665802,59.88857143,37.99999619,10.78333092,16.03333092,112.8896866,1.867027,4481.053049,4.5,85,146,565,135.1504423,1615,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,39,50463,770
Junio,2,50464,5,174.3300018,Hibrida,0,0,53.16354041,37.57242012,9.264039465,91.42972291,7.583318993,0,87.28113348,0,25,148.91136,85.42,347.6165856,8.242987351,149,26.92020852,16.17621735,14.45534316,3.265831594,42.99999619,70.19009371,31.31666565,8.11666584,3.56666613,116.5384522,4.105964,5566.684646,3.8,84,146,649,203.7209483,1637,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,30.4,50464,930
Junio,2,50465,5,161.3399963,Hibrida,0,0,55.14441552,36.32081319,8.53477129,91.80547606,8.491384654,0,87.01834635,0,30,138.46144,85.82,370.0260404,9.098797777,154,29.1310283,17.54059789,15.61918964,3.201634877,44.3833313,71.09536785,30.38333321,7.54999876,6.4499979,117.314415,3.025089,5310.148009,4.3,90,149,573,201.4269713,1622,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,24.9,50465,953
Junio,2,50466,5,174.5899963,Hibrida,0,0,57.26559368,33.03740191,9.69700441,87.75314855,8.379632281,0,87.16490062,0,23,148.91136,85.29,333.3524327,6.369207992,147,25.64866312,15.80846588,14.43381667,4.026978417,42.09999847,60.77113543,30.31666565,7.38333321,4.4000001,114.7426148,4.865655,5758.878577,3.5,97,147,591,209.5011953,1631,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,Sin Análisis,45.7,50466,945
